utc_time,x,y,z,satellites,rms_residual_m,pdop,initial_guess_method,lat_deg,lon_deg,velocity_mps
2026-03-22 06:44:42,4436904.365928921,3085535.1129432074,3376328.6258316487,"E07,E15,E27,E30",2.634178031930877e-09,4.488161593246302,previous_point_guess,32.16812292165174,34.81572464309961,
2026-03-22 06:44:44,4436904.823165621,3085534.9782290286,3376328.2220472735,"E07,E15,E27,E30",2.634178031930877e-09,4.487450350349095,previous_point_guess,32.168118406414514,34.81572070288341,0.3123520174396054
2026-03-22 06:44:46,4436903.911516544,3085534.504831704,3376327.368824322,"E07,E15,E27,E30",3.226196034939731e-09,4.486738053346553,motion_prediction_guess,32.16811678446702,34.815722100633835,0.667682273014155
2026-03-22 06:44:48,4436903.10521079,3085534.04724507,3376326.60071238,"E07,E15,E27,E30",1.862645149230957e-09,4.486034529265775,motion_prediction_guess,32.16811535363943,34.815722998357344,0.601978083439374
2026-03-22 06:44:52,4436902.547687013,3085533.607756857,3376325.9435018636,"E07,E15,E27,E30",1.862645149230957e-09,4.484627325852255,motion_prediction_guess,32.168113739145255,34.81572254773014,0.24185588617250062
2026-03-22 06:44:54,4436902.099487946,3085533.388056272,3376325.4057841687,"E07,E15,E27,E30",3.725290298461914e-09,4.483934537487511,previous_point_guess,32.168112003402975,34.81572334840079,0.36684161069490906
2026-03-22 06:44:56,4436901.5735153,3085533.038387632,3376324.6505269925,"E07,E15,E27,E30",0.0,4.483239320167597,motion_prediction_guess,32.16810926990998,34.81572348858798,0.49227248176552374
2026-03-22 06:44:58,4436900.756573845,3085532.6610367894,3376323.9211726193,"E07,E15,E27,E30",2.634178031930877e-09,4.482546798522974,motion_prediction_guess,32.16810795691818,34.815725149066544,0.579168542174937
2026-03-22 06:45:00,4436900.143080059,3085532.2616374805,3376323.084345035,"E07,E15,E27,E30",1.862645149230957e-09,4.481853229204656,previous_point_guess,32.16810508205954,34.815725386162605,0.5559169989302961
2026-03-22 06:45:02,4436899.908076223,3085531.8664483246,3376322.5130115566,"E07,E15,E27,E30",1.862645149230957e-09,4.481166287041316,previous_point_guess,32.168102730407874,34.81572336889813,0.3666821564197639
2026-03-22 06:45:04,4436899.853050598,3085531.6453704904,3376322.1817132165,"E07,E15,E27,E30",1.862645149230957e-09,4.4804858081903935,motion_prediction_guess,32.168101024368816,34.81572177769627,0.20103595348320055
2026-03-22 06:45:06,4436899.2160873525,3085531.424292657,3376321.648807325,"E07,E15,E27,E30",0.0,4.4798053566494485,motion_prediction_guess,32.16810007317085,34.815723708972506,0.4297052110716782
2026-03-22 06:45:10,4436898.85458021,3085531.1065400573,3376321.600998506,"E07,E15,E27,E30",3.226196034939731e-09,4.4784494293943675,motion_prediction_guess,32.16810200415805,34.81572313144611,0.1639252436532497
2026-03-22 06:45:12,4436899.209600698,3085531.1562042306,3376321.8627291415,"E07,E15,E27,E30",1.862645149230957e-09,4.477774504162401,previous_point_guess,32.16810246655139,34.8157214147805,0.2219284811719516
2026-03-22 06:45:14,4436899.573282133,3085531.5420283074,3376322.1639556764,"E07,E15,E27,E30",3.226196034939731e-09,4.4771027857798895,previous_point_guess,32.16810227483973,34.815722571643676,0.3049023735110804
2026-03-22 06:45:16,4436899.9926836975,3085531.8463990297,3376322.8669153126,"E07,E15,E27,E30",2.634178031930877e-09,4.476440494841539,previous_point_guess,32.16810515335984,34.815722682257615,0.43666104107069803
2026-03-22 06:45:18,4436900.324564123,3085532.3459726064,3376323.3954022494,"E07,E15,E27,E30",1.862645149230957e-09,4.475773845409267,previous_point_guess,32.168106509963444,34.81572502169383,0.3996926373856638
2026-03-22 06:45:20,4436900.656444549,3085532.941222684,3376323.9238891867,"E07,E15,E27,E30",2.634178031930877e-09,4.475111324340135,previous_point_guess,32.168107604306,34.8157281939025,0.4312092632594823
2026-03-22 06:45:22,4436901.077088899,3085533.586203431,3376324.638859784,"E07,E15,E27,E30",3.226196034939731e-09,4.474456049381082,previous_point_guess,32.168109635957514,34.81573126167916,0.5253867119898498
2026-03-22 06:45:26,4436901.506595215,3085534.645149793,3376325.6718117367,"E07,E15,E27,E30",0.0,4.4731402019112805,motion_prediction_guess,32.16811292522415,34.81573787898896,0.35799426834148695
